Name,Year of Incorporation,Employee Range,Investment Stage,Sector Labels,Tags,Website,Notes
GUMLET PTE. LTD.,2020,,Pre-seed,Adtech; Media; Enterprise Solutions; Lifestyle,,,
TABLEVIBE PTE. LTD.,2019,,Pre-seed,Infotech; Enterprise Solutions; Lifestyle; SaaS,,,
CARZUNO PTE. LTD.,2021,,Pre-seed,Transport; E-Commerce,,https://carzuno.com,based on internet checks
CROWN TECHNOLOGIES HOLDING PTE. LTD.,2020,,Pre-seed,AI; Food & Beverage; Robotics,,,no webpage found
REPERION PTE. LTD.,2018,,Pre-seed,Maritime; AI; Data Analysis,,https://www.reperion.io/,based on internet checks
KOMUNIDAD GLOBAL PTE. LTD.,2020,,Pre-seed,Infotech; Enterprise Solutions; Data Analysis,,https://komunidad.global,based on internet checks
ROCKET ACADEMY PTE. LTD.,2019,,Pre-seed,Education,,https://www.rocketacademy.co/,based on internet checks
CREDILINQ A.I PTE. LTD.,2021,,Pre-seed,Infotech; AI; Fintech,,https://credilinq.ai,based on internet checks
HAYSTACK PTE. LTD.,2019,,Pre-seed,Medtech; Healthcare,,,no webpage found
DAYAWAY PTE. LTD.,2019,,Pre-seed,Lifestyle; Others,,https://mydayaway.com/,based on internet checks
LIVWELL HOLDING COMPANY PTE. LTD.,2019,,Pre-seed,Digital Health; Blockchain,,https://www.livwell.asia/,based on internet checks
ESGENIE PTE. LTD.,2021,1 - 10,Pre-seed,AI; Data Analysis,Big Data; Data Analysis; green finance; Sustainability; ESGinvesting; ESGanalysis; Risk Management,,
ZAAPI PTE. LTD.,2020,,Pre-seed,E-Commerce,,https://www.zaapi.com,based on internet checks
BCC PTE. LTD.,2019,,Pre-seed,AI; Fintech,,,no webpage found
NOTARUM PTE. LTD.,2018,,Pre-seed,Infotech,,,
FANTICO PTE. LTD.,2021,,Pre-seed,Blockchain,,,
REVIVO BIOSYSTEMS PTE. LTD.,2019,,Pre-seed,Medtech; Biotech; Digital Health; Healthcare,,https://www.revivobio.com/,based on internet checks
CONTOUR PTE. LTD.,2019,,Pre-seed,Fintech,,https://www.contour.network,based on internet checks
IMMUNI SOFTWARE PTE. LTD.,2020,,Pre-seed,Blockchain,,,
AIRGSM PTE. LTD.,2018,,Pre-seed,Infotech; Travel & Hospitality,,https://www.airalo.com/,based on internet checks
ADPLIST PTE. LTD.,2021,,Pre-seed,Education,,https://adplist.org,based on internet checks
QUISTA TECHNOLOGY PTE. LTD.,2019,,Pre-seed,E-Commerce; Consumer Electronics,,,
YOUMART (SG) PTE. LTD.,2021,1 - 10,Pre-seed,E-Commerce; Supply Chain & Logistics,E-Commerce; Orders Fulfilment; E-Commerce Enabler; Online Retail Enabler; Online Convenince Hub,http://www.youmart.sg,
W3P PTE. LTD.,2021,1 - 10,Pre-seed,Fintech; Blockchain; SaaS; Cloud,Blockchain; Gamification; Gam; SaaS,https://w3p.tech,
CLOUDFACTORY PTE. LTD.,2021,1 - 10,Pre-seed,Manufacturing & Engineering; SaaS,SaaS; marketplace; Manufacturing; digital factory; on demand; Consultancy; custom manufacturing,http://cloudfactory.tech,
ZOALA PTE. LTD.,2022,11 - 50,Pre-seed,AI; Digital Health; Healthcare; SaaS,Data Analysis; mental health; AI/ML,https://www.zoala.co,
Widuz,2018,,Pre-seed,,,https://www.widuz.com/about-us/,
SIMO,2018,101 - 200,Series C,Telecom; Consumer Electronics; IoT; SaaS,Consumer Electronics; 4G; 5G; Connected Devices; IoT; SaaS; PaaS,http://www.simo.co,
SGMATEC PTE. LTD.,2021,1 - 10,Pre-seed,Food & Beverage; Others,Smart & Sustainable Packaging; Food Packaging; Biodegradable Materials; composite materials,https://www.sgmatec.com/,
FRONKA TECH PTE. LTD.,2020,1 - 10,Seed,Precision Engineering; Semiconductor; Manufacturing & Engineering; Nanotechnology; Hardware,Machinery & Systems; Optics & Photonics; Semiconductor; Surface Coating; Modules & Components,https://fronkatech.com,
TENTEK TECHNOLOGIES PTE LTD,2020,1 - 10,Pre-seed,Fintech; Lifestyle; IoT; SaaS; Big Data,Big Data; Advertising; Payment Systems; Investing,https://www.wegopark.co,
WORQ PTE. LTD.,2021,1 - 10,Pre-seed,Healthcare,Marketplace for flexible healthcare professionals,https://worqhealth.com/,
CIRCOPAY PTE. LTD.,2019,,Pre-seed,Fintech,,,no webpage found
PITCHPROOF PTE. LTD.,2021,,Pre-seed,,,https://pitchproof.works/,
STRUCT FI PTE. LTD.,2021,1 - 10,Pre-seed,Fintech; Blockchain,FinTech,https://www.struct.fi,
ROOFRESH AG GROUP,2022,1 - 10,Pre-seed,Agritech; Fintech; Cleantech; Blockchain; Cloud,Agritech; Carbon Credits; FinTech; Cleaning Technology; Organic Farming; Clean; Emission Control; Pollution Control; Eco Monitoring Technologies; Payment Systems,https://www.linkedin.com/company/Roofresh,
FMH HOLDING PTE. LTD.,2020,101 - 200,Series A,Food & Beverage,SaaS; Food service; restaurant; Supply Chain; Embedded Financing,https://www.foodmarkethub.com,
OTMS TRANSPORT TECHNOLOGIES PTE. LTD.,2022,101 - 200,Pre-seed,Transport; Enterprise Solutions; Supply Chain & Logistics; SaaS,Transport Management Systems,http://www.otms.com/en,
CHEFX LABS PTE. LTD.,2021,11 - 50,Pre-seed,Retail; Food & Beverage; Travel & Hospitality; Robotics,retailtech; Robotics; Vending; Food distribution; food delivery; autonomous; unmanned; kiosk; Food; cooking,https://xook.io,
SKUAD PTE. LTD.,2019,51 - 100,Pre-seed,Others,Remote Teams,http://www.skuad.io,
NXT INTERACTIVE PTE. LTD.,2022,1 - 10,Pre-seed,AI; Events; Blockchain; IoT; AR/VR,metavserse ; AR/VR; events; experential; webapps; Blockchain; NFT,https://nxtinteractive.sg/,
AlterPacks,2019,,Pre-seed,,,https://alterpacks.com/,
ARMASTEC PTE. LTD.,2021,1 - 10,Pre-seed,Healthcare; Manufacturing & Engineering; Hardware; Robotics,Exoskeletons; Exosuits; Assistive suits; Functional Clothing,https://armastec.com/,
SPEAKIN ASIA PTE. LTD.,2021,11 - 50,Pre-series A,Education,E-Learning; Learning Platform; Learning and Development; reskill; upskill; Expert Speakers,https://www.speakin.co/,
PLAYNIUM PTE. LTD.,2022,1 - 10,Pre-seed,Media; Education; Gaming; Entertainment,Video Streaming; E-Learning; Gamification; Learning Platform,https://www.playnium.live,
HYDROV SINGAPORE PTE. LTD.,2019,11 - 50,Pre-seed,Maritime,Underwaterhullcleaning; underwaterrobotics,https://hydrovsingapore.com/,
BAYA PTE. LTD.,2021,1 - 10,Seed,E-Commerce; Fintech; Enterprise Solutions; SaaS; Data Analysis,Risk Management; Payment Systems; Trading; Customer Relationship Management,https://baya.biz/,
TAGTOO PTE. LIMITED,2017,51 - 100,Series B,Medtech; Adtech; E-Commerce; Enterprise Solutions; Blockchain,Digital Marketing; Consumer & Marketing Analytics; Data Warehouse; Knowledge Management,https://www.tagtoo.com/en,
DOUBLE HELIX LABS PTE. LTD.,2022,1 - 10,Pre-seed,Digital Health; Blockchain; Big Data,Health Analytics; Big Data; Digitised Health Systems; Bioinformatics,http://www.nucleodao.com,
BITGO SINGAPORE PTE. LTD.,2018,Above 200,Pre-seed,Fintech; Blockchain,Cryptocurrency,https://www.bitgo.com/,
CREDEVIA PTE. LTD.,2022,1 - 10,Pre-seed,Fintech,Payment Systems,https://credevia.com/,
CYBERLITE BOOKS PTE. LTD.,2021,1 - 10,Pre-seed,Education,Cyber Security; E-Learning; E-Books,https://www.cyberlitebooks.com,
JONDA HEALTH PTE. LTD.,2021,1 - 10,Seed,Digital Health,Mobile Health; heath data; Health Analytics; Digitised Health Systems; Big Data; Interoperability; data privacy,http://www.jonda.io,
AXCYNSIS THERAPEUTICS PTE. LTD.,2022,11 - 50,Seed,Biotech; Pharmaceutical; Healthcare,Biotechnology; Antibody drug conjugates; antibody; Therapeutics,http://www.axcynsis.com,
DOTKONNEKT PTE. LTD.,2022,11 - 50,Pre-seed,Retail; E-Commerce; Enterprise Solutions; SaaS,E-Commerce; D2C; Brands; DTC; Experience Economy; Experiential Commerce; Shopify; Magento; CMS; Composable,https://www.dotkonnekt.com/,
FRAMETHEFOLKS PTE. LTD.,2021,1 - 10,Pre-seed,Media; Others,Planning & Design; creative agency; Human Resources,https://www.framethefolks.com/,
8CLOUDSOLUTIONS PTE. LTD.,2022,1 - 10,Pre-seed,Fintech; SaaS; Cloud,Payment Systems,http://www.8cloudsolutions.com,
SURPLUSS PTE. LTD.,2022,1 - 10,Pre-seed,Pharmaceutical; Healthcare; Others,"B2B, Marketplace",https://www.surpluss.co/,
FLORAMIS PTE. LTD.,2022,1 - 10,Pre-seed,Consumer Electronics; Entertainment; IoT,Sustainability,https://floramis.com/,
K-LINK ENTERPRISE SOLUTIONS PTE. LTD.,2022,11 - 50,Pre-seed,Telecom; Enterprise Solutions; SaaS,Contact Center; telecom; Customer Relationship Management; Unified Communications; Customer Experience,https://www.klink.cloud/,
XOGICS PTE. LTD.,2018,1 - 10,Pre-seed,Education; AI; Data Analysis; Big Data,E-Learning; Learning Platform; Edtech; EduTech; patentpending; analytics; Education; education analytics,https://edvocado.com,
crypto.com,2019,,Pre-seed,,,https://crypto.com/sg,
Banco,2018,,Pre-seed,,,https://www.banco.com.sg/company,
PIVOT Fintech,2017,,Pre-seed,,,https://pivotfintech.com/,
QALLIX,2022,11 - 50,Pre-seed,AI; E-Commerce; SaaS; Cloud; Big Data,SaaS; Data Analysis; E-Commerce; machine learning; Autonomous Intelligence; Artificial intelligence; Big Data; data mining; Enterprise Resource Planning Solutions,https://www.qallix.com,
AXROSS PTE. LTD.,2021,11 - 50,Pre-seed,E-Commerce; Big Data,E-Commerce; Social Networking,https://www.bipi.id/,
TELEPATHY LABS PTE. LTD.,2017,,Pre-seed,,,https://www.telepathy.ai/,based on internet checks
TASKCADE INC PTE. LTD.,2019,,Pre-seed,,,https://www.taskade.com,based on internet checks
AI COMMUNIS PTE. LTD.,2020,,Pre-seed,,,https://www.ai-communis.io,based on internet checks
DYNACYTE BIOSCIENCES PTE. LTD.,2021,,Pre-seed,,,https://www.dynacyte.com/,based on internet checks
METAVERSE GREEN EXCHANGE PTE. LTD.,2018,,Pre-seed,,,https://www.mvgx.com/,based on internet checks
AECH GLOBAL PTE. LTD.,2020,,Pre-seed,,,,no webpage found
MRC HOSTING PTE. LTD.,2017,,Pre-seed,,,,no webpage found
AIRCRAFT ENGINE COMPONENT SERVICES SINGAPORE PTE. LTD.,2018,,Pre-seed,,,https://www.aecssingapore.com,based on internet checks
CEREXIO PTE. LTD.,2020,,Pre-seed,,,https://cerexio.com,based on internet checks
ONEBERRY HOLDINGS PTE. LTD.,2019,,Pre-seed,,,https://oneberry.com/,based on internet checks
RPRE (SINGAPORE) PTE. LTD.,2019,,Pre-seed,,,https://www.rpreasia.com,based on internet checks
MAITIAN TECH PTE. LTD.,2018,,Pre-seed,,,https://www.maitian.ai/,based on internet checks
PURESPACE SINGAPORE PTE. LTD.,2019,,Pre-seed,,,,no webpage found
MAKERNET PTE. LTD.,2019,,Pre-seed,,,,
FENCORE PTE. LTD.,2019,,Pre-seed,,,,
IFINITY PTE. LTD.,2020,,Pre-seed,,,,no webpage found
CAPITALMART PTE. LTD.,2018,,Pre-seed,,,,
TC ENERGY EQUIPMENT AND SERVICES PTE. LTD.,2018,,Pre-seed,,,,
TJOMBOL PTE. LTD.,2018,,Pre-seed,,,,no webpage found
MEMPURE PTE. LTD.,2018,,Pre-seed,,,https://mempure.com.sg/,based on internet checks
LIDEA PTE. LTD.,2019,,Pre-seed,,,,no webpage found
TAGVANCE PTE. LTD.,2017,,Pre-seed,,,https://www.tagvance.com/,based on internet checks
FORTE BIOTECH PTE. LTD.,2021,11 - 50,Pre-seed,Biotech,Diagnostics; biotech; Prawn; PCR,https://www.fortebio.tech/,
PEPPER CLOUD PTE. LTD.,2017,,Pre-seed,,,https://peppercloud.com,based on internet checks
VOLT14 SOLUTIONS PTE. LTD.,2019,,Pre-seed,,,https://volt14.com/,
VIVA HEALTHCARE PTE. LTD.,2016,,Pre-seed,,,,
AUTO ANGELS GLOBAL PTE. LTD.,2017,,Pre-seed,,,,no webpage found
XIOHOO PTE. LTD.,2018,,Pre-seed,,,,
CONVERGEIN PTE. LTD.,2020,,Pre-seed,,,,
HOOZIN ASIA PTE. LTD.,2019,,Pre-seed,,,,
STATWIG GLOBAL PTE. LTD.,2020,,Pre-seed,,,,
BILLION BRICKS HOMES PTE. LTD.,2020,,Pre-seed,,,https://billionbricks.org/,based on internet checks
RIPPLE2WAVE INCUBATOR PTE. LTD.,2019,,Pre-seed,,,,no webpage found
VRTIST LAB PTE. LTD.,2019,,Pre-seed,,,,no webpage found
METALOX AUTOS PTE. LTD.,2017,,Pre-seed,,,,no webpage found
XIAOXIN MACHINES PTE. LTD.,2018,,Pre-seed,,,,
FITTERLAB PTE. LTD.,2017,,Pre-seed,,,,no webpage found
TOASTY LIVING PTE. LTD.,2019,,Pre-seed,,,,
WAREHOUSEJOY PTE. LTD.,2020,,Pre-seed,,,https://www.warehousejoy.com,based on internet checks
PALLADIUM TECHNOLOGY PTE. LTD.,2020,,Pre-seed,,,,no webpage found
WEALTHCX (PTE. LTD.),2022,1 - 10,Pre-seed,Infotech; AI; Fintech; SaaS,Personal Finance; Trading; Video Processing,https://wealthcx.com,
BEEZ FM PTE. LTD.,2019,11 - 50,Seed,AI; Real Estate; Urban Solutions; IoT; SaaS,Renewable Energy; Cleaning Technology; Cloud; Green Building Technology; SaaS,https://www.beez-fm.com,
NOVOCURIS PTE. LTD.,2022,1 - 10,Pre-seed,Digital Health; Enterprise Solutions; Healthcare; SaaS,Mobile Health; SaaS; Digitised Health Systems; Disease Management; Telemedicine; Cloud,https://www.novocuris.com,
WITTAYA AQUA ASIA PTE. LTD.,2022,11 - 50,Pre-seed,Agritech; Cleantech; SaaS,aquaculture; Big Data; AI/ML; Agtech,http://wittaya-aqua.ca/,
HERON AIRBRIDGE PTE. LTD.,2022,1 - 10,Pre-seed,Aerospace; Transport; Infotech; Supply Chain & Logistics; Robotics,Drones; Aviation,https://heron-technology.com/digital-aviation/,
FROSTY WHALE PTE. LTD.,2021,1 - 10,Pre-seed,Media; Entertainment; Blockchain,,https://frostywhale.com,
LABELWHALE PTE. LTD.,2022,1 - 10,Pre-seed,AI; Blockchain; SaaS; Data Analysis; Big Data,Blockchain; web3; Big Data; Data Analysis; Customer Relationship Management; Consumer & Marketing Analytics; Digital Marketing; AI,https://www.labelwhale.com/,
THRIXEN PTE. LTD.,2020,1 - 10,Pre-seed,Medtech; Biotech,Diagnostics; In Vitro Diagnostics (IVD),https://www.thrixen.com/,
RENTLY PTE. LTD.,2022,11 - 50,Pre-seed,Real Estate; Enterprise Solutions; Urban Solutions; Others; SaaS,Legal Tech; real estate management; SaaS; contract solutions; proptech,https://rently.sg,
SQUIRREL TECHNOLOGIES PTE. LTD.,2022,1 - 10,Pre-seed,Gaming; Retail; AI; IoT,SaaS,https://squirrelarcade.com/,
KPI MEDIA PTE. LTD.,2020,11 - 50,Pre-seed,Adtech; Others,#advertising #socialmediaadvertising #advertisingagency #paidmedia,https://www.kpimedia.co/,
PROTON CLOUD STORAGE PTE. LTD.,2021,1 - 10,Pre-seed,Gaming; Enterprise Solutions; SaaS; Cloud,Cloud; Social Media; Gamification; Data Analysis; data,https://www.protoncs.com,
GRIT SEARCH PTE. LTD.,2019,,Pre-seed,,,https://gritsearch.com/,based on internet checks
BIMERGISER PTE. LTD.,2018,,Pre-seed,,,,no webpage found
CM SERVICES PTE. LTD.,2016,,Pre-seed,,,,no webpage found
SMART DIGITAL LOGISTICS PTE. LTD.,2019,,Pre-seed,,,,no webpage found
ENGAGEROCKET PTE. LTD.,2016,,Pre-seed,,,https://www.engagerocket.co,based on internet checks
RUKITA PTE. LTD.,2019,,Pre-seed,,,https://www.rukita.co,based on internet checks
MILLENNING PTE. LTD.,2018,,Pre-seed,,,https://millenning.com,based on internet checks
LIFE ORIGIN PTE. LTD.,2020,,Pre-seed,,,https://lifeorigin.com.sg/,
AFFIRMO TECHNOLOGY PTE. LTD.,2023,1 - 10,Pre-seed,Semiconductor; Supply Chain & Logistics; Urban Solutions; Manufacturing & Engineering; IoT,IoT; AI; Wireless; real-time; Mission-Critical; Data Analytics; IoT sensors; Computer Network,https://affirmo.tech,
KYNA PTE. LTD.,2022,1 - 10,Pre-seed,,,https://kynaenglish.com/,
WORK WIZARD PTE. LTD.,2022,1 - 10,Pre-seed,Medtech; Digital Health; Enterprise Solutions; Healthcare; SaaS,Materials & Processes; SaaS; Digitised Health Systems; Human Resources; Social Networking,http://www.work-wiz.com,
CLEAR ALIGNERS PTE. LTD.,2020,Above 200,Pre-seed,Medtech; AI; Digital Health; Healthcare,Dental; Medical devices,https://www.drclearaligners.com.sg,
ZERO MASS WATER SINGAPORE PTE. LTD.,2017,1 - 10,Pre-seed,Food & Beverage; Cleantech; Manufacturing & Engineering,Renewable Water; green technology,https://www.source.co/,
ECOGANIC PTE. LTD.,2016,1 - 10,Pre-seed,Urban Solutions; IoT,Renewable Energy; Solar,http://www.Ecoganic.biz,
SILVER WINGS XR PTE. LTD.,2019,1 - 10,Pre-seed,Medtech; Education; SaaS,Simulation based training; AI-powered training; AI; Training; Physiotherapy; Allied Health; History Taking; Clinical Reasoning,https://silverwingsxr.com,
Shift Right,2023,1 - 10,Pre-seed,AI; Enterprise Solutions; SaaS; Cloud,"Sales Enablement, Revenue Enablement, Employee Productivity and new hire onboarding",https://www.shiftright.sg,
ACE RECYCLING PTE. LTD.,2019,,Pre-seed,,,https://www.acegreenrecycling.com/,
POWERCRED TECHNOLOGIES PTE. LTD.,2022,,Pre-seed,,,http://www.powercred.io,
THANKSGIVING SERVICED RESIDENCE PTE. LTD.,2017,11 - 50,Pre-seed,Travel & Hospitality; Urban Solutions; Lifestyle,Green Building Technology,https://thanksgivingresidence.com.sg/,
WESTCHARGE PTE. LTD.,2021,1 - 10,Pre-seed,Adtech; IoT,Consumer Electronics,https://www.westcharge.com/,
BITSKOUT (ASIA PACIFIC) PRIVATE LIMITED,2023,,Pre-seed,,,https://www.bitskout.com,based on internet checks
H2MO PTE. LTD.,2020,11 - 50,Pre-seed,Cleantech; Manufacturing & Engineering; Nanotechnology; IoT,"Biomimetic, membrane, water separation, air separation, water treatment, wastewater treatment, recycling, desalination, lower carbon",http://www.h2mo.com,
HEALINGCELL PTE. LTD.,2018,1 - 10,Pre-seed,Food Science and Technology; Complementary Health Products; Food & Beverage; Healthcare; Food Manufacturing & Processing,“To be your most trusted health and well-being partner”,https://www.healing-cell.com/,
SLIDELUVRE PTE. LTD.,2023,1 - 10,Pre-seed,Cleantech; IoT,Renewable Energy,https://www.slideluvre.com/,
CIPHEREM GLOBAL PTE. LTD.,2022,1 - 10,Pre-seed,Blockchain,Social Networking; Blockchain Technology; Engage to Earn; digital identity; Decentralised DIDs,https://www.cipherem.com,
SUSTAINABILITY GLOBAL EDUTECH PTE. LTD.,2023,1 - 10,Pre-seed,Food Science and Technology; Agritech; E-Commerce; Urban Solutions; Cleantech,"sustainability, sustainx, fund raising, business opportunities. ",http://www.sustainx.asia,
KITTYKAT PTE. LTD.,2022,,Pre-seed,,,,no webpage found
NAVICORE MARINE TECH CONSULTANCY LLP,2026,1 - 10,Pre-seed,AI; Marine & Offshore,Risk Management; Machinery & Systems; Renewable Energy; Energy Storage; Data Analysis,https://sites.google.com/navicoresolution.com/about/home?authuser=2,
MEDICODER PTE. LTD.,2026,1 - 10,Pre-seed,AI; Digital Health; Infocomm Tech; Healthcare; Big Data,Digitised Health Systems; Big Data; Health Analytics; Artificial intelligence,https://medicoder.io/,
FERTI-CRAFT PTE. LTD.,2023,1 - 10,Pre-seed,Medtech; Biotech; Healthcare,Medical devices,http://www.ferti-craft.com,
AURACHECK TECHNOLOGIES PTE. LTD.,2026,1 - 10,Pre-seed,Education; AI,,http://studentnetwork.io,
LEANROUTE PTE. LTD.,2026,1 - 10,Pre-seed,AI; Enterprise Solutions; SaaS,AI Gateway; LLM Gateway; Model Router; AI API; Multi-provider routing; Automatic Failover; AI Infrastructure; Singapore AI; LLM Cost Optimization; DevTools,https://leanroute.dev,
DREAM ALBUM PTE. LTD.,2018,1 - 10,Pre-seed,Lifestyle,Human Resources; Home & Living,https://www.dream-album.com,
HYPED PTE. LTD.,2020,1 - 10,Pre-seed,Retail; E-Commerce; Cleantech,E-Commerce; Digital Marketing; apparel; Fashion,http://www.hyped.sg,
KLOSS SOLUTIONS LLP,2024,1 - 10,Pre-seed,Medtech; Biotech; Complementary Health Products; Healthcare,Dental; eco-friendly; innovative,https://www.klossofficial.com/,
HEALTHOPTIX PTE. LTD.,2023,1 - 10,Pre-seed,Infotech; AI; Digital Health; SaaS,AI; enterprise software; Healthcare Technology; Clinic Management ; SME Solutions; workflow automation,https://www.health-optix.com/,
COLUMNS US PTE. LTD.,2026,1 - 10,Pre-seed,AI; Fintech; Enterprise Solutions,Artificial intelligence; SaaS; FinTech; enterprise solutions; speech-to-text; notetaking,https://www.columns.pro,
ENGINEMASTER AI PTE. LTD.,2026,1 - 10,Pre-seed,,,https://enginemaster-service-687942288159.us-central1.run.app/,
INNOXSEA PTE. LTD.,2026,1 - 10,Pre-seed,AI; Pharmaceutical; Healthcare,Ecosystem; AI Agent; Life Sciences; Innovation,http://www.innoxsea.com,
ELZORA GOLDS PTE. LTD.,2025,1 - 10,Pre-seed,Retail; Infotech; AI; E-Commerce,Anti-Money Laundering; Planning & Design; 3D Rendering; 3D Printing; Application Development; Retail Tech,https://elzoragold.com/,
ARUVEE INTELLIGENCE PTE. LTD.,2026,1 - 10,Pre-seed,Semiconductor; AI; Data Analysis,AI; Agentic; Semiconductor,https://aruvee.ai/,
QUBITOR PTE. LTD.,2017,1 - 10,Pre-seed,Aerospace; Precision Engineering; Nanotechnology; Others,Quantum Computting; Optics & Photonics; Semiconductor; Space Technology,http://www.qubitor.com,
BRIM PRINTERS PTE LTD,2017,1 - 10,Pre-seed,Retail; Industrial Electronics; Manufacturing & Engineering,3D Printing,,
